VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1N4AZ0CP8F,Kitsap,Silverdale,WA,98383,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,31500,23,195510906,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035090400
1FADP5CU0G,King,Seattle,WA,98112,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,43,153892119,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
7SAYGDEF7N,King,Bellevue,WA,98006,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,41,208690450,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704
7SAYGDEE1P,King,Kent,WA,98030,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,47,253147261,POINT (-122.1994204 47.3741045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029507
7SAYGDEE5R,King,Seattle,WA,98177,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,32,263110816,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500



7SAYGAEEXR,King,Bellevue,WA,98008,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,264983911,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
7SAYGDEE0P,King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,41,241636174,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
7SAYGAEE4R,King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,47,264908577,POINT (-122.201564 47.402358),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029405
5YJYGDEE8M,King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,181199469,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603


7SAYGDEE5N,Snohomish,Snohomish,WA,98290,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,39,183223771,POINT (-122.0483457 47.9435765),PUGET SOUND ENERGY INC,53061052206
5YJYGDEE9L,King,Bothell,WA,98011,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,49900,1,126154591,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905
7SAYGAEE2P,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,233644855,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
3FMTK1SS9P,Clark,Vancouver,WA,98682,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,120,46770,17,254809628,POINT (-122.5286031 45.6686601),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041313
KNDADFS52R,King,Seattle,WA,98125,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,265003553,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102

JTMABACA8P,Clark,Vancouver,WA,98685,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,252689321,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907
7SAYGDEE0N,King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,45,212277684,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
5YJYGDEF7L,King,Seattle,WA,98109,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,49900,36,103059330,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002
7SAYGDEE8R,King,Seattle,WA,98101,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,43,261462792,POINT (-122.3340795 47.6099315),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008300
JTDACACU6R,King,Redmond,WA,98052,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,45,263038954,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
KNDC5DLE8P,King,Bothell,WA,98011,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,227108913,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102

5YJYGDEE3M,King,Bellevue,WA,98005,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,41,186230782,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
7SAYGAEE4N,King,Renton,WA,98058,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,11,216851757,POINT (-122.1476337 47.4438471),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025803
JTMEB3FV0P,King,Seattle,WA,98122,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,37,258865540,POINT (-122.3128637 47.6104992),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
5YJYGAEE6M,King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,45,168617494,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323

7SAYGDED0R,King,Redmond,WA,98052,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,266643989,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802
7SAYGDEE2P,King,Renton,WA,98058,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,11,252422817,POINT (-122.1476337 47.4438471),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029304
KNDRJDLH4N,Snohomish,Marysville,WA,98270,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,44,238568200,POINT (-122.1515174 48.0650751),PUGET SOUND ENERGY INC,53061052707
JN1DF0CD9P,King,Tukwila,WA,98168,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,150,0,11,238944170,POINT (-122.297205 47.486649),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300
7SAYGDEE1P,King,Bellevue,WA,98007,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,230975118,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603
KM8K33AG9L,Clark,Vancouver,WA,98664,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,37400,49,244559409,POINT (-122.575383 45.620105),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041207

7SAYGDEE0P,King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,41,261123663,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601
1G1FZ6S08P,King,Bellevue,WA,98005,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,238,20400,41,260420520,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601

W1N9M0KBXP,King,Sammamish,WA,98074,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,254677720,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215

JTDKN3DPXE,King,Federal Way,WA,98003,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,0,30,190466244,POINT (-122.318442 47.315173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030204
JTMABABA4R,King,Seattle,WA,98177,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32,263078063,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402
7SAYGDEF6R,Kitsap,Poulsbo,WA,98370,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,23,265174808,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090502
7SAYGDEE0P,King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,1,225743185,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804
7SAYGDEE0P,Clark,Vancouver,WA,98686,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,49,228185618,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803
7SAYGAEE0P,King,Renton,WA,98058,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,11,253495714,POINT (-122.1476337 47.4438471),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702

7SAYGDEE4R,King,Seattle,WA,98177,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,36,263213562,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600
WP0AB2Y19R,King,Bellevue,WA,98005,2024,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,254749582,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023702
7SAYGDEF1N,King,Bellevue,WA,98006,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,41,219240990,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704
1N4BZ1CP8K,Clark,Vancouver,WA,98664,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,31500,49,254097553,POINT (-122.575383 45.620105),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208
7SAYGDEE0N,King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,45,196012218,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022205
7SAYGDEE7N,Yakima,Yakima,WA,98908,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,14,216648813,POINT (-120.611068 46.596645),PACIFICORP,53077002801
1G1FW6S05M,Clark,Brush Prairie,WA,98606,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,259,36620,17,270898372,POINT (-122.4767202 45.7381698),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040715

1G1RB6E46E,Clark,Battle Ground,WA,98604,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,18,214328474,POINT (-122.5256203 45.7875036),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040203
7SAYGDEE3N,King,Renton,WA,98055,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,11,195353875,POINT (-122.2003346 47.4487206),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805
7SAYGDEE2P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,45,239988052,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321

7SAYGDEF0R,Clark,Vancouver,WA,98686,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,49,261574323,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803
1G1FZ6S04P,King,Seattle,WA,98133,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,238,20400,36,226095775,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
YV4ED3GMXP,King,Seattle,WA,98115,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,263054284,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600
1G1FZ6S00K,King,Seattle,WA,98125,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,36620,46,107072178,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
JTMAB3FV8M,Clark,Vancouver,WA,98661,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,49,179512595,POINT (-122.6238365 45.6456491),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042800
7SAYGDEE5P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,244948665,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
KNDC3DLCXN,King,Federal Way,WA,98003,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,215138906,POINT (-122.318442 47.315173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030007
7SAYGAEE2R,Snohomish,Lake Stevens,WA,98258,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,44,265034535,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061052607
1N4AZ1CP8J,King,Burien,WA,98166,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,31500,34,324212983,POINT (-122.3472273 47.4568458),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027902
7SAYGDEE5N,King,Bellevue,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,203568809,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024002
JN1DF0BB7P,King,Seattle,WA,98121,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,150,0,36,257280285,POINT (-122.345422 47.6162381),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008004
1N4BZ1CP4K,King,Kirkland,WA,98034,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,31500,45,1944414,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005
1FT6W1EV1P,Thurston,Olympia,WA,98501,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,261924862,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100
7SAYGDEE2P,Clark,Vancouver,WA,98683,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,17,255092323,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309
7SAYGDEE2P,King,Burien,WA,98146,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,34,230769318,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027600
7SAYGAEE8P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,1,221402632,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
7SAYGDEE5N,King,Tukwila,WA,98168,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,11,218326517,POINT (-122.297205 47.486649),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027300

1G1FZ6S07L,Thurston,Olympia,WA,98506,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,36620,22,257481843,POINT (-122.86491 47.07503),PUGET SOUND ENERGY INC,53067010300
5YJYGDEE9M,King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,45,137351980,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321

WVGUNPE2XM,King,Renton,WA,98059,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,104,39995,11,186870792,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025101
JN1AZ0CP4C,King,Shoreline,WA,98155,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,31500,32,134679240,POINT (-122.301507 47.761784),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
7SAYGDEEXR,King,Redmond,WA,98052,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,261378148,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331
1G1FZ6S04K,King,Bellevue,WA,98004,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,36620,48,245689874,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
KNDC4DLC0P,King,Auburn,WA,98001,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,252647181,POINT (-122.2651204 47.3164638),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029902
KNDCS3LF4P,King,Bellevue,WA,98007,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,239,39900,41,233704278,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
7SAYGDEEXP,King,Auburn,WA,98092,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,47,245845134,POINT (-122.1550193 47.2884536),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602


7SAYGDEE7N,Yakima,Selah,WA,98942,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,15,186847244,POINT (-120.5517376 46.6678647),PACIFICORP,53077003400
1G1FZ6S09K,Clark,Vancouver,WA,98686,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,36620,49,259226215,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803
JN1AZ0CP6C,Clark,Camas,WA,98607,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,31500,18,140658521,POINT (-122.4220033 45.6092439),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040609
JTMFB3FV8M,King,Renton,WA,98057,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,11,266863201,POINT (-122.2171169 47.4762968),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025704
7SAYGDEE7P,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,48,227222166,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
7FCTGBAA0P,King,Redmond,WA,98052,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,262339563,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
7SAYGDEE5N,King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,45,193865304,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
1G1FY6S06N,King,Kirkland,WA,98033,2022,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,238,20400,45,267606111,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
7SAYGAEE2R,King,Kirkland,WA,98034,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,45,262598101,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
5YJYGDEE6M,Clark,Vancouver,WA,98685,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,291,49900,18,168648231,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907

